time,price
11/5/2019,9342.527179
11/6/2019,9360.879912
11/7/2019,9267.561143
11/8/2019,8804.880719
11/9/2019,8813.582487
11/10/2019,9055.526057
11/11/2019,8757.788542
11/12/2019,8815.662539
11/13/2019,8808.262582
11/14/2019,8708.095095
11/15/2019,8491.992012
11/16/2019,8550.760557
11/17/2019,8577.975782
11/18/2019,8309.285983
11/19/2019,8206.145918
11/20/2019,8027.268243
11/21/2019,7642.749945
11/22/2019,7296.577568
11/23/2019,7397.796815
11/24/2019,7047.916882
11/25/2019,7146.133902
11/26/2019,7218.371334
11/27/2019,7531.663645
11/28/2019,7463.106128
11/29/2019,7761.243602
11/30/2019,7569.630122
12/1/2019,7424.292265
12/2/2019,7321.988112
12/3/2019,7320.145468
12/4/2019,7252.034586
12/5/2019,7448.307521
12/6/2019,7546.996698
12/7/2019,7556.238034
12/8/2019,7564.345403
12/9/2019,7400.899356
12/10/2019,7278.119783
12/11/2019,7217.427115
12/12/2019,7243.134363
12/13/2019,7269.684559
12/14/2019,7124.67397
12/15/2019,7152.301844
12/16/2019,6932.48039
12/17/2019,6640.515246
12/18/2019,7276.80277
12/19/2019,7202.844364
12/20/2019,7218.816387
12/21/2019,7191.158469
12/22/2019,7511.589042
12/23/2019,7355.628267
12/24/2019,7322.532459
12/25/2019,7275.155728
